2021-06-15 20:00:00 | /errorHandler.js(30) | DKqEGFxr8xAbShEX2CxqbFVKl0VuqHvY | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:18 | /errorHandler.js(30) | dQ6flQTqSsP0fw6MaGTenId8am2ahRFE | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-04","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:18 | /errorHandler.js(30) | 0ligqDwPrNwKvJrEs9hAQM6XxUj7c2Oq | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-23","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:19 | /errorHandler.js(30) | Gyp3CFx9OT5fajPhmzriwIFQdraAwMu5 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:19 | /errorHandler.js(30) | y2pVkj13lCRD4ELw3tVgCrp9n1ijmMbS | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-24","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:20 | /errorHandler.js(30) | YHm9apnOd93Dwnt6JCdDKTfAyuSLSVU6 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-29","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:20 | /errorHandler.js(30) | SAO6uaJXvVNMWTrePp5jwivlEk8iTnEN | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-23","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:21 | /errorHandler.js(30) | 00jUMuLc9MgyTgTdHIuAbeBlQX1szZiy | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:22 | /errorHandler.js(30) | joyxwwDfOtXNG84BdLZ2QUkEe1lf0eS9 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:22 | /errorHandler.js(30) | 2EzM9tk84wjqiZ1Nm0aE2UaTHgN5kc5Q | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:22 | /errorHandler.js(30) | 2EzM9tk84wjqiZ1Nm0aE2UaTHgN5kc5Q | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:23 | /errorHandler.js(30) | Z6xEbjMrgiZabrckdIbaSXKdk3Fm8YRw | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-25","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:23 | /errorHandler.js(30) | ziZ5jOH4DY33ondHhCWjRnBC8hHqeWN1 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-06","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:24 | /errorHandler.js(30) | PUnMdykoHTuBKgXqRUoAMhLKkZ7Iunv7 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-26","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:24 | /errorHandler.js(30) | PUnMdykoHTuBKgXqRUoAMhLKkZ7Iunv7 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-24","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:25 | /errorHandler.js(30) | l2NIg8RyPzeyjd2cxOvNPt6EaJDl2dyy | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-07","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:27 | /errorHandler.js(30) | HoTwsH8iK4CTZrpQDo5tenItdXNymNtx | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:27 | /errorHandler.js(30) | BI49jrDVuPHM4WnfNa54uP4VS1YY3QOc | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:27 | /errorHandler.js(30) | BI49jrDVuPHM4WnfNa54uP4VS1YY3QOc | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-05","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:28 | /errorHandler.js(30) | R7VK5Qrdeyq5E2jrGIa3ck78OOiu5J2d | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:28 | /errorHandler.js(30) | ZnZ7t3fZmcM7onxeXabIWJ6T2vWcega9 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-25","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:29 | /errorHandler.js(30) | ZnZ7t3fZmcM7onxeXabIWJ6T2vWcega9 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-29","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:30 | /errorHandler.js(30) | xKkT8uqeY2RqLxw0ev2Sa955ju8S81o7 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-30","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:30 | /errorHandler.js(30) | xKkT8uqeY2RqLxw0ev2Sa955ju8S81o7 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:30 | /errorHandler.js(30) | XcDxguvsHliKRAQXHRgKp0Qw3iQrA8H8 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-24","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:31 | /errorHandler.js(30) | fStl6liYdR6POF2rW900tGqMi9enDbTO | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-28","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:33 | /errorHandler.js(30) | eC9tsIZQfgdsn3F5PL9OkN1QoSKasI3w | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:33 | /errorHandler.js(30) | WHLALqOJjF3t4K0fJemM8r6dSR00iizy | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:33 | /errorHandler.js(30) | WHLALqOJjF3t4K0fJemM8r6dSR00iizy | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-07","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:34 | /errorHandler.js(30) | tcP1hgD96ZdsZSv2oCgR7I9ORerXkURp | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-25","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:35 | /errorHandler.js(30) | qpGWNMeGzg0l86HqwgRSseLCQQCw4Vyf | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.89:2001/health | GET | Request : {}
2021-06-15 20:00:36 | /errorHandler.js(30) | dL4X9UOmFZgJXk3eBAqAmW3EtKvHJ9aY | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.89:2001/health | GET | Request : {}
2021-06-15 20:00:36 | /errorHandler.js(30) | khPuT7cqRljeiLdKsZ1EEKAV34BOT5Rs | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-19","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:37 | /errorHandler.js(30) | AG6DpOrDwO6p10qcF2pTH6OPjXp5AHl6 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-28","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:37 | /errorHandler.js(30) | 9gxJCcSG5WdtCW70crOfOQL5CmMwFHZz | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:38 | /errorHandler.js(30) | 5baJVxS9MSXLQFqNRwcHwjP9U3Y2i2ce | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-19","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:38 | /errorHandler.js(30) | Cty2KBkuIh6T5hCkKYYaoXUx6dxdp5la | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-30","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:40 | /errorHandler.js(30) | omCN4u0m8LGDvDQKm37YBXUDYMmGQvdb | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:40 | /errorHandler.js(30) | omCN4u0m8LGDvDQKm37YBXUDYMmGQvdb | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-19","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:41 | /errorHandler.js(30) | 0UVJLGUwzibQyPI0i0j3uFMws7WqCQom | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-23","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:41 | /errorHandler.js(30) | jX94KKe7qfjeTcD1DnJrGpSV0Xc1nDZa | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-23","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:42 | /errorHandler.js(30) | 35FiD6KHvDXKrLOuupXEC6mRFwt62iQB | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:42 | /errorHandler.js(30) | 35FiD6KHvDXKrLOuupXEC6mRFwt62iQB | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-23","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:43 | /errorHandler.js(30) | 0p6d7FO6HxqfeuiozcYbeNL6WjFqxaZx | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-06","clinicId":"609be7f8f132c1001fb007c4"}
