2021-06-13 20:00:02 | /errorHandler.js(30) | jud9Gopw6Xi30RSW1feVUHCQkTwEtdsY | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:01:57 | /errorHandler.js(30) | GwmsRzUMuK1CRHc2TxAlDZWdKwz3IheJ | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:02:02 | /errorHandler.js(30) | NX8onnAO7sawBcTpOFa4hZsmCLcabTs4 | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:02:10 | /errorHandler.js(30) | a7dkGBLzrt1uRSHRGt6aTtGZjvsziMrP | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:02:10 | /errorHandler.js(30) | rEk5W88fovvlZeEHqySjcCIegqaamicQ | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:02:22 | /errorHandler.js(30) | ggbyX5POfepHR36RCDfH9chXJH08syea | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:02:22 | /errorHandler.js(30) | DoSNHOqCmZ0GxHBq1L6qqSNUltnqpCrP | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-14","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:02:30 | /errorHandler.js(30) | Wrfz3QoqBJ4o9OGh1uSECOHrZNLd4Dlw | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:02:32 | /errorHandler.js(30) | L7NUGPkaCERwMtz1vbgOINccTTFHY8J1 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-28","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:02:34 | /errorHandler.js(30) | Ioz0n1N0pnGOrXGWJxJ9SMwwMCI5kQvf | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:02:40 | /errorHandler.js(30) | TLbaFF8XrhdUcZyXRWvDyP93brgQz8ll | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:02:42 | /errorHandler.js(30) | YY4VjrnZF7hSz5AZTcRZp8b3198mIyvx | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:02:50 | /errorHandler.js(30) | CPDiRLGWjucUVCwmJckTVD74wOlCjHWX | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:02:54 | /errorHandler.js(30) | ohPBzPyFNEXvd0ZrMiwHnm01AvIjumdD | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:03:02 | /errorHandler.js(30) | ZP8SiOFuBJnmTjGr8sbqEIuPwsrg84RQ | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:03:10 | /errorHandler.js(30) | IYURlc0sDPMSX0MlARS3qDK4tFvV2ABD | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:03:11 | /errorHandler.js(30) | vFxxuhdJ4oNAK8chUUNuZzgC2nCDqWCM | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-26","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:03:13 | /errorHandler.js(30) | 00gXsK9jjoXLvmZT4hE98nHOEAKEA94R | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:03:22 | /errorHandler.js(30) | uiF4Uo2JsqrsbTuGrWnpJus5MEqs67ZE | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:03:26 | /errorHandler.js(30) | ZNHhKsmoXYLoeWkHfkC3gTA9JaRrUpSm | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-30","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:03:30 | /errorHandler.js(30) | BiNGcbz4VU3UdRSZRg00xalGT8tFv9Db | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:03:42 | /errorHandler.js(30) | EZGNFwB5z76ieaoiyv41Li4yYAHi8pmE | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:03:42 | /errorHandler.js(30) | guRUepdrcsZYbjQaWzh6n3ESQRgASiLi | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-30","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:03:50 | /errorHandler.js(30) | HhGBlctMPT1331s3Ajv0k2etMfrKnSK1 | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:04:02 | /errorHandler.js(30) | ZqIhu1YdCnM1UpZUEOBi5jcr7anI5kCQ | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:04:10 | /errorHandler.js(30) | FSVOXfdhdkEqhttL5UtJ2XBIhwroWQjG | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:04:22 | /errorHandler.js(30) | mI0vvmzDkSWhGzxjeuoS2q2FKxiv6isD | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:04:30 | /errorHandler.js(30) | ECKVejNNp9NyaXuSNQovXlsCbHahMBFZ | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:04:33 | /errorHandler.js(30) | UR5i1JO7j2vy9BHhQIukRpHQ6NizqM6m | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-01","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:04:34 | /errorHandler.js(30) | lChGDceoKvMUOUzJVlYpIk2lai9CAEAs | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-29","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:04:42 | /errorHandler.js(30) | IiyJDRhAyjYk5YWQngOA50Ntd4yxqmDn | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:04:50 | /errorHandler.js(30) | 9X2Da3jIff8MXoUttoN9BtqKTu1zvUae | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:05:02 | /errorHandler.js(30) | XerQJXsRBFUHmWYD7zbvOMBydXokI4dG | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:05:10 | /errorHandler.js(30) | VIV4zhN4gVwdMOP76FnRBzVPZ2Ky5jJC | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:05:11 | /errorHandler.js(30) | IEhaVfvc0RUG39JBk9K75SqMzbsxbm9P | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-30","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:05:22 | /errorHandler.js(30) | Zqgrc1AURkUkVytOiJ8eajKTZIBhqQiD | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:05:30 | /errorHandler.js(30) | s0IGmkugWDRRfvNrZMAArjWaMoRecseT | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:05:40 | /errorHandler.js(30) | xbLdk0VKZN6wCEnEgCnE10mzfz5SaNtX | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:05:42 | /errorHandler.js(30) | 68lo303Am8QAbF9H14jQ2seMNiqgAnDh | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:05:48 | /errorHandler.js(30) | temCsSKVHRZ9FXX46fUPh6DcTEJu6IOG | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:05:50 | /errorHandler.js(30) | gWZnFZrTA9q6JQxffSMHo0iAVgv4PT2O | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:06:01 | /errorHandler.js(30) | 0aSCO95koMNM7cNELmeJQq6IcZAbbwwk | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:06:02 | /errorHandler.js(30) | shOnM15sgTxHOJL6vktRJfWGVt9APVRK | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:06:10 | /errorHandler.js(30) | etow9T1sx8NiIgCDoabfkiOwjHY5r6at | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-24","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:06:10 | /errorHandler.js(30) | VvSzxfwohzH0pAvJtZICKsw5ILc3Pmd6 | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:06:22 | /errorHandler.js(30) | XnvIlfRwtd2QYMP2Pfz5I80h3EXNplXj | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:06:30 | /errorHandler.js(30) | 84BbzdSDg6TNOf9S3GfsU3Q3736RddJs | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:06:42 | /errorHandler.js(30) | 2zLu9QBZQ8D1rWuOAcN4fLGrBuTAEnfy | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-04","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:06:42 | /errorHandler.js(30) | wlEjZmEvLM9lt7rBdXFACK26rDyabJHE | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:06:50 | /errorHandler.js(30) | 6lTNAWqebblO7XjH8wPq0RTpT3IK63c4 | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:07:02 | /errorHandler.js(30) | pLnINyOJqxRxpMjcsSlKrCsd6n9TlaD8 | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:07:10 | /errorHandler.js(30) | BNOxAGbY6t6p7YxgQe7NKJJg0olcPQG0 | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:07:22 | /errorHandler.js(30) | qJbu4vJMsfERiPvBm7h9ySEu7nFcZ7C7 | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:07:30 | /errorHandler.js(30) | Ku200A7vYXoHqw15aXON49KC2VEBmFpf | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:07:42 | /errorHandler.js(30) | NHouif5gADkOuUA3oV49ZRqmAwwHWRnl | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:07:50 | /errorHandler.js(30) | 4HuJr5Jmqaks1KPbqwqSfCUaGIUSKfJE | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:08:02 | /errorHandler.js(30) | fta1iKX8QLIAiquNJkbiJ5uY8m1dMXLK | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:08:10 | /errorHandler.js(30) | OfzFVEHGVMGu5woPeLI1B5RsskxH9svr | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:08:22 | /errorHandler.js(30) | NAvFMQH5P3FEaH8qHFtdEnVxgSSK7Dis | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:08:30 | /errorHandler.js(30) | IE1PykJQ3ArGKxeBqd2i4WccSfhWV4ue | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:08:42 | /errorHandler.js(30) | Y25cF5H4lEUt0b7CCw7KCkkWSEDPEk1r | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:08:50 | /errorHandler.js(30) | hjc5I0l344fA0exAFxiU2T1V08ZINJbb | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:09:02 | /errorHandler.js(30) | exoIMwOiIHJ9llXPASHdloQm68olIPnG | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:09:10 | /errorHandler.js(30) | lEjdl5fTWOLBxP9whx8BsxvwrlMJ2QJp | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:09:22 | /errorHandler.js(30) | jnUxwUwvRFJBQ9ZEq2lm8XkLzVzR9ZzF | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:09:30 | /errorHandler.js(30) | 7EgSKOFqQK8BgiKbn6tHlWhmJePaWoBl | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:09:34 | /errorHandler.js(30) | sekzf4VmfdK825fqxmBC9JmXeinQ8T9z | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-23","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:09:42 | /errorHandler.js(30) | ARIXzSTOmjPq1P5fKvVR961ecnoSenjR | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:09:46 | /errorHandler.js(30) | ODRn1PkDF8oFdFrWbNmiRHLxEFVMkxp5 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-29","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:09:50 | /errorHandler.js(30) | DEnLJ6MmTNbfafMMKwZq6obidYmPID7i | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:09:54 | /errorHandler.js(30) | dTJJUcxgWjEME0jnH7G0PPYiLrnYXHNf | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:10:00 | /errorHandler.js(30) | yQ70KzKJO3ODyKb01wmRIPhcHrYgkJs9 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:10:02 | /errorHandler.js(30) | c6wSDsF140XkgMknqzwm5voHQtm2aw0Y | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:10:04 | /errorHandler.js(30) | E1oHMLSkhmdeMUqBt6LA2ld9VSxa1WMm | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-29","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:10:10 | /errorHandler.js(30) | qxDXWG0uZq3IBbfVphQCwJVZ8XrAtzWh | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:10:20 | /errorHandler.js(30) | V3msp5c6ITf4ptONzxSLJGglVhxVyip9 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:10:22 | /errorHandler.js(30) | o46W8fuGEceBxkbnDQjOVlST4FTc5CZg | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:10:30 | /errorHandler.js(30) | eGJ36jx32IbtrjNZSk04P2U0OR2YYdqb | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:10:35 | /errorHandler.js(30) | hrFdIrMZ5hgsU4YOTHbGPjwwPtGcTjnL | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-14","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:10:42 | /errorHandler.js(30) | jdOLw4bdDHJg1wGb2wvmgCzNTZD6gWy3 | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:10:50 | /errorHandler.js(30) | Gas9daVQMxqrTXCxI14SSssoxh5wrAqR | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:11:02 | /errorHandler.js(30) | x3zoO3oP36M8nUwdEfduujeECL5rvAzw | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:11:04 | /errorHandler.js(30) | ZmRML7JaPocgbW7AAAHCPQgp6TH0zgaV | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:11:10 | /errorHandler.js(30) | 60hzu6QmqVHUF0Kjuq7xvVpyBlO3nktw | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
2021-06-13 20:11:20 | /errorHandler.js(30) | 8Iztqk1smya7WnwKu5A8w1LTTnHAFz8s | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-30","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-13 20:11:22 | /errorHandler.js(30) | P5PVZPyfUbcizUnl55kpcwwpiS4Ndu29 | [info] | IP - ::ffff:10.0.4.121 | clientIP - ::ffff:10.0.4.121 | URL : http://10.0.4.254:2001/health | GET | Request : {}
