2021-06-15 20:00:00 | /errorHandler.js(30) | GCtm5mksHn8qr7GpiG2ybRznTwgVQQQ2 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-05","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:07 | /errorHandler.js(30) | CKBafvTa5yjOCdR3UCJNO41BK1sRQsIi | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-20","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:07 | /errorHandler.js(30) | h29F9V39NSx3ThBGxghU5i219XZ6l7c5 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-29","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:08 | /errorHandler.js(30) | SvV7lOQdz3fUfGry8kRe8Xw1BniT4acf | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getActualArrivals?page=1&size=10&appointmentDateStart=2021-07-01&appointmentDateEnd=2021-07-01&clinicId=609be7f8f132c1001fb007c4 | GET | Request : {"page":"1","size":"10","appointmentDateStart":"2021-07-01","appointmentDateEnd":"2021-07-01","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:09 | /errorHandler.js(30) | Xs224wvAcyCwAtgCABWEwZgZVLtPM6Er | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-13","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:09 | /errorHandler.js(30) | ACTcGomsKRFDN3PVhcdTX2JC8Fv2x3Pv | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-03","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:09 | /errorHandler.js(30) | ACTcGomsKRFDN3PVhcdTX2JC8Fv2x3Pv | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/addPatient | POST | Request : {"date":"2021-06-17","firstName":"Shiya","lastName":"Patel","ohip":"000000000000","mobileNumber":"4377773310","clinicId":"609be7f8f132c1001fb007c4","slot":{"timeSlotStart":"12:00 PM","timeSlotEnd":"12:30 PM"},"screeningResult":"low","dob":"2002-02-12","gender":"Female","email":"shiyapatel1212@gmail.com","assessbydoctor":"Pending","callback":"Pending","checkout":"Pending","results":"Pending","screeningAnswers":[],"address":"3 Turret Crescent","postalcode":"L7a2n9","reasonCode":"Dose 1","referenceOutbreakNumber":"000000000000","age":19,"location":"Embassy Grand Vaccination"}
2021-06-15 20:00:10 | /errorHandler.js(30) | cK5m5R327auG4QnLyBlQVUGScjAUZcnR | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:10 | /errorHandler.js(30) | OqdqK1c4AYQKrMaZUMtyWuyKhWGxovFi | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/addPatient | POST | Request : {"date":"2021-06-17","firstName":"Shiya","lastName":"Patel","ohip":"000000000000","mobileNumber":"4377773310","clinicId":"609be7f8f132c1001fb007c4","slot":{"timeSlotStart":"12:00 PM","timeSlotEnd":"12:30 PM"},"screeningResult":"low","dob":"2002-02-12","gender":"Female","email":"shiyapatel1212@gmail.com","assessbydoctor":"Pending","callback":"Pending","checkout":"Pending","results":"Pending","screeningAnswers":[],"address":"3 Turret Crescent","postalcode":"L7a2n9","reasonCode":"Dose 1","referenceOutbreakNumber":"000000000000","age":19,"location":"Embassy Grand Vaccination"}
2021-06-15 20:00:10 | /errorHandler.js(30) | xN7LroxKOhaFcreWuzLINzanPDAmPa1x | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getPatientById?id=60c770dbf6991c001f8dcee0 | GET | Request : {}
2021-06-15 20:00:11 | /errorHandler.js(30) | xN7LroxKOhaFcreWuzLINzanPDAmPa1x | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-02","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:11 | /errorHandler.js(30) | oDIKsKKXZ1YiLO2IfBOdErDYF9aWkBth | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:12 | /errorHandler.js(30) | PTpZcV4SlgxnvKEGPIk8OdNF5LYp4cnO | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-30","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:12 | /errorHandler.js(30) | PTpZcV4SlgxnvKEGPIk8OdNF5LYp4cnO | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-30","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:12 | /errorHandler.js(30) | DeIy26AMG2x00Lc45PXWclntTfcjUrMP | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-24","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:13 | /errorHandler.js(30) | rmHvmNe18bTweiUolaKT1rPcuKEWaln3 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-12","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:13 | /errorHandler.js(30) | rmHvmNe18bTweiUolaKT1rPcuKEWaln3 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:14 | /errorHandler.js(30) | S2sTuRnmUx4h803vGV9SUHIN0n8y5qh1 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-19","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:14 | /errorHandler.js(30) | S2sTuRnmUx4h803vGV9SUHIN0n8y5qh1 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:15 | /errorHandler.js(30) | QT7N6a6mgVkJ5VcgCadMK5vVM8UWyMFN | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-14","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:16 | /errorHandler.js(30) | DY8mC34kiPRJhifeHsRQrVIj6psmUmfT | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-25","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:16 | /errorHandler.js(30) | 61OyGkT4uSQJLKH3DylGCJAgCTkiSIda | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | URL : http://10.0.4.176:2001/health | GET | Request : {}
2021-06-15 20:00:17 | /errorHandler.js(30) | RuXOIimizpsFGDV5t40P7wtTWmoPOhY0 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:17 | /errorHandler.js(30) | RuXOIimizpsFGDV5t40P7wtTWmoPOhY0 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getPatientsList?page=1&size=10&appointmentDateStart=2021-06-21&appointmentDateEnd=2021-06-21&search=khanna | GET | Request : {"page":"1","size":"10","appointmentDateStart":"2021-06-21","appointmentDateEnd":"2021-06-21","search":"khanna","clinicId":["60a6994c58b1f5001fcaf9d9","609be7f8f132c1001fb007c4","60be41543dc5a9001f5c1f67"]}
2021-06-15 20:00:17 | /errorHandler.js(30) | gda1rcJPRpS0itfxtKJ3Tzh2hRAx8z7b | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-14","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:17 | /errorHandler.js(30) | gda1rcJPRpS0itfxtKJ3Tzh2hRAx8z7b | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:19 | /errorHandler.js(30) | LyjXHSo2rPdXd5mZbu5V2LW8Nt0BTDVX | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:19 | /errorHandler.js(30) | z5kdAvuQa69BSzpOk5Y9XcpznPvHRDfv | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-09","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:21 | /errorHandler.js(30) | 2auTEvZCJ4iL4VRIoBOca2wxXTRcjILO | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | URL : http://10.0.4.176:2001/health | GET | Request : {}
2021-06-15 20:00:21 | /errorHandler.js(30) | Q6MtY6Z741GWGb9UhIPMzkGziqyfba6B | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-10","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:21 | /errorHandler.js(30) | 0dupNBeqW7dRPT52bw8HP3g8odSgLS1z | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-11","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:21 | /errorHandler.js(30) | 0dupNBeqW7dRPT52bw8HP3g8odSgLS1z | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:22 | /errorHandler.js(30) | JxkpbZvWdd79otBupnT5s1I5v8CeYLn9 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-12","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:22 | /errorHandler.js(30) | f8lmUgfUA60G7xQ9HtoSeFBuDnD6hss8 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:23 | /errorHandler.js(30) | ZhUQLDaimksSwZQsAdiewgk7VuFu2p0N | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:23 | /errorHandler.js(30) | ZhUQLDaimksSwZQsAdiewgk7VuFu2p0N | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-20","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:25 | /errorHandler.js(30) | phT05GsDgG28CLhlK49e3kZ8pKbWawut | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-28","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:25 | /errorHandler.js(30) | phT05GsDgG28CLhlK49e3kZ8pKbWawut | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-30","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:26 | /errorHandler.js(30) | klDj5NvR6qozXq9eT56c0yDxOXOXnnUk | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-26","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:26 | /errorHandler.js(30) | gHWIwXVK4IZO7YDUPCSqfScoCqCFsjMv | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-11","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:28 | /errorHandler.js(30) | GqU5CnVPq0LJJcGqRhVzvvywQTMTRs55 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:28 | /errorHandler.js(30) | GqU5CnVPq0LJJcGqRhVzvvywQTMTRs55 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-19","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:29 | /errorHandler.js(30) | Ii40jo7Iwhh9EnUBwe7KGQXmbpDVJYGt | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:30 | /errorHandler.js(30) | Ii40jo7Iwhh9EnUBwe7KGQXmbpDVJYGt | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-13","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:30 | /errorHandler.js(30) | Ii40jo7Iwhh9EnUBwe7KGQXmbpDVJYGt | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-26","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:30 | /errorHandler.js(30) | amhGjp6sHO2Nc07pFHtWd3Cm1JHc5vR1 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:31 | /errorHandler.js(30) | MP4GMsv9IZu2ONQ0FMJ0IiUGxIFlnO9d | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-23","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:32 | /errorHandler.js(30) | IWrfB6BzecvmEGqENbrwFFEYVZ8W9EO4 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:33 | /errorHandler.js(30) | H6Nx80fs3fMSExwXr6pjEsickLxAhPWl | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-29","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:34 | /errorHandler.js(30) | c0N6Sdq7GdZ6yqCPewk0isUlmbRiiEL0 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-29","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:34 | /errorHandler.js(30) | Rjgc7Bp7sXfHI487SxhR6kzLNr6tgQcj | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:35 | /errorHandler.js(30) | 3aawluuzR5CAdKlReLgfCYvgTvOqTI6L | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:35 | /errorHandler.js(30) | ASj3KJoEyAT5x0bLytq70wZVwistkK9U | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:36 | /errorHandler.js(30) | EpWKAH27zqXkUkICIG9L4hWI37I3H9Nx | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | URL : http://10.0.4.176:2001/health | GET | Request : {}
2021-06-15 20:00:36 | /errorHandler.js(30) | EpWKAH27zqXkUkICIG9L4hWI37I3H9Nx | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:37 | /errorHandler.js(30) | yqKCWg17Ht76bOttCrnJkeHYbM2La9M8 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:37 | /errorHandler.js(30) | yqKCWg17Ht76bOttCrnJkeHYbM2La9M8 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-30","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:38 | /errorHandler.js(30) | 9pPpuoV0p1K0I8KeBZ586ThhBvTk2uX8 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-02","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:39 | /errorHandler.js(30) | 5hcsHxy8bdjLdBasi0yfMG1YMufZx58W | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-19","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:40 | /errorHandler.js(30) | dfNl2mzJdAJn2pgGCkcMc0NGNcD4iUrD | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:40 | /errorHandler.js(30) | tCc3XW1CYgJ6CzozuDL1aib6nqkWujYJ | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-02","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:40 | /errorHandler.js(30) | bcraw4uydcUzKL70BlmJmwYVCCVcqBLQ | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:40 | /errorHandler.js(30) | ugo3UP7kOlALiSnbglKAgiXtJedfgGJE | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:41 | /errorHandler.js(30) | J7gp5OoBJ3ZWDuw4LYHLlx7eafjEldqC | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | URL : http://10.0.4.176:2001/health | GET | Request : {}
2021-06-15 20:00:42 | /errorHandler.js(30) | kt0k6K6mK2W4gt1KVFTGxCg5wwqPqgNh | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:43 | /errorHandler.js(30) | zGVResTCOn75PGf290WWaeHajS1Asuj9 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:44 | /errorHandler.js(30) | FTYac7UnB6ybcHji4ZBBNI1s01JLQQN2 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-19","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:46 | /errorHandler.js(30) | r9TASyR6Iw1HDDU50v8m0j017VNLVClr | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:47 | /errorHandler.js(30) | 6hEJhWBdyoR9YrBlzOEAKbfAdSj17iHi | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:48 | /errorHandler.js(30) | uHsvs8KD6WXGQItM0cjkbPbMfrgwcYkH | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:49 | /errorHandler.js(30) | 2Ysk8RMYMuWxKdc5KspugPUahZvgRpfZ | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getPatientsList?page=1&size=10 | GET | Request : {"page":"1","size":"10","clinicId":["60a6994c58b1f5001fcaf9d9","609be7f8f132c1001fb007c4","60be41543dc5a9001f5c1f67"]}
2021-06-15 20:00:51 | /errorHandler.js(30) | xKIoi3Ps2rgyepptWX1ecdX2FB9Wujwb | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-26","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 20:00:51 | /errorHandler.js(30) | xKIoi3Ps2rgyepptWX1ecdX2FB9Wujwb | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-24","clinicId":"609be7f8f132c1001fb007c4"}
